Distrito,Latitud,Longitud,Indice_Seguridad,Proximidad_Vias_Principales_km,Area_Total_m2,Area_Techada_m2,Habitaciones,Banos,Antiguedad_Anios,Estacionamientos,Viabilidad_Pozo_Agua,Potencial_Energia_Solar,Zonificacion,Estado_Independizacion,Modalidad_Compra,Precio_Publicado_USD,Precio_M2_Referencial_Zona
Santa Rosa,-11.88039439167036,-76.97161156211587,5,4.04,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,73757.65,600
Miraflores,-12.087061492223327,-76.79527790169179,9,1.47,187,160.38,4,2,18,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,436355.06,2400
Pucusana,-12.026874274920159,-76.93127114256231,5,0.85,100,78.92,2,1,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,41839.31,700
San Bartolo,-12.0660433011025,-77.05174073964962,7,2.04,151,149.62,4,2,14,1,0,0,Residencial Media Densidad,1,Contado,194079.92,1400
La Victoria,-12.06722228109498,-76.91114323405215,3,3.6,102,93.26,2,1,32,1,0,0,Residencial Media Densidad,1,Contado,78472.72,1200
Punta Hermosa,-12.100760267768106,-76.9699173015705,8,3.98,200,150.58,4,2,34,1,0,0,Residencial Media Densidad,1,Contado,238368.38,1800
Carabayllo,-12.270761591080362,-77.14473829501597,4,3.16,200,0.0,0,0,0,1,1,1,Residencial Baja Densidad,1,Contado,158109.87,800
San Isidro,-11.86992740507194,-76.94463479922578,9,1.58,163,123.66,3,2,22,1,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,321246.77,2600
Puente Piedra,-11.953588427748333,-77.03082429899217,4,3.14,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Contado,102958.71,850
San Isidro,-12.324422352338228,-77.1280887463668,9,4.2,241,185.0,5,3,38,2,0,0,Residencial Alta Densidad,1,Contado,447852.28,2600
Magdalena del Mar,-12.0371322174226,-77.01505753763982,8,2.74,171,122.37,3,2,9,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,221730.16,1800
Los Olivos,-11.931764686042802,-76.8779122200126,5,1.68,271,200.78,5,3,23,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,192087.44,1100
Ate,-12.030295690261875,-77.0072741851907,4,2.38,274,234.27,6,4,10,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,224026.33,1100
Puente Piedra,-12.227003929553161,-77.01528480490843,4,3.51,500,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,434780.22,850
La Molina,-11.991959749819308,-77.11978476286032,9,2.86,75,65.64,1,1,3,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,135440.11,1900
Santa Rosa,-12.16682624319849,-77.09724347265632,5,0.34,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,1,Cuotas sin intereses,74854.63,600
Rímac,-12.153818183155254,-77.06387368477203,4,2.99,221,217.61,6,4,29,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,157119.47,1000
Villa El Salvador,-12.137869290452276,-76.95314937751911,4,1.83,1000,0.0,0,0,0,2,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,775076.67,800
Chaclacayo,-12.076322296968272,-77.09720072642658,7,4.29,66,54.63,1,1,21,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,44120.92,900
Barranco,-12.169064169590001,-77.11419230546514,8,2.05,82,72.99,2,1,21,1,0,0,Residencial Alta Densidad,1,Contado,178467.05,2500
San Martín de Porres,-12.324619423163549,-77.15912975438988,4,1.4,200,174.9,4,2,7,1,0,0,Residencial Media Densidad,1,Contado,158343.92,950
Lurigancho-Chosica,-12.097566994986307,-77.05538987861267,6,2.14,243,227.6,6,4,8,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,181659.51,800
Independencia,-11.983704262153578,-77.14227752372815,4,4.17,120,116.12,3,2,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,78025.83,950
Magdalena del Mar,-12.081069044445545,-76.91758649245884,8,4.85,297,292.7,8,5,19,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,540701.63,1800
Carabayllo,-11.990400921185712,-76.96967130673204,4,2.34,120,31.62,4,2,14,1,1,1,Alquiler Vacacional,0,Contado,26484.79,800
Lurín,-12.153068912145121,-76.88784961756363,5,1.18,200,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,109835.36,500
Pachacámac,-12.051766743065674,-77.14481866731455,6,3.39,120,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,60324.59,400
Lurín,-11.990514447904566,-77.1406220675031,5,3.17,120,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Contado,64807.57,500
Lince,-11.953324114654151,-77.13436213849766,7,4.58,207,205.21,5,3,1,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,393212.07,1800
Pueblo Libre,-11.893353275445998,-76.97940688261419,8,1.66,226,164.4,4,2,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,228068.08,1600
Surquillo,-12.180207320747762,-77.02231582729996,6,2.11,295,280.43,8,5,30,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,332469.47,1500
Breña,-12.088884131366394,-77.04190311546942,5,2.38,109,102.29,2,1,33,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,98049.27,1300
Lima (Cercado),-11.89926611474753,-77.09034460550588,4,3.33,234,165.23,4,2,9,0,0,1,Residencial Media Densidad,0,Crédito Hipotecario,198205.18,1300
Puente Piedra,-12.153516401953647,-77.0423663725177,4,1.38,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,104635.35,850
San Martín de Porres,-11.917515691629115,-76.88017699041897,4,4.4,159,113.47,3,2,7,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,103858.05,950
La Victoria,-12.335911073895103,-76.97177470898663,3,2.91,160,118.95,3,2,25,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,107639.27,1200
Lurín,-12.079805077125066,-76.94387388674335,5,3.92,120,42.87,1,3,11,1,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,27972.92,500
Santa María del Mar,-11.935836694296214,-77.07139674423642,9,4.39,269,228.51,6,4,10,1,0,0,Residencial Media Densidad,1,Contado,535963.03,2000
San Miguel,-12.048874265037572,-77.05547869963512,7,1.6,134,108.91,3,2,10,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,193240.18,1600
Chorrillos,-12.056230258653287,-76.91346217705652,5,4.52,161,131.64,3,2,9,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,187894.34,1400
San Borja,-12.182056428004492,-76.91499761680967,9,2.81,276,223.45,6,4,17,2,0,0,Residencial Alta Densidad,1,Contado,461539.18,2100
Lurín,-12.019697134515713,-77.0688605558526,5,3.55,120,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,69759.18,500
Puente Piedra,-11.853715349914324,-77.1972915100764,4,0.89,500,0.0,0,0,0,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,396803.25,850
Lince,-11.933041674226137,-76.92813584934679,7,4.04,200,144.83,4,2,29,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,215584.14,1800
Santiago de Surco,-12.102253461539556,-76.97913667178686,8,4.76,270,216.87,6,4,36,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,376510.17,1900
Cieneguilla,-12.04680217618042,-76.93386684823251,7,4.37,120,27.72,4,3,8,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,16309.65,350
Lurigancho-Chosica,-12.04517582829739,-76.88077525583964,6,1.82,256,232.81,6,4,21,2,0,0,Residencial Media Densidad,1,Contado,152310.37,800
Rímac,-12.151069418091954,-76.96015306481826,4,3.05,54,45.6,1,1,21,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,35930.52,1000
Lince,-11.971234845800659,-77.20444282157946,7,1.93,164,134.41,3,2,35,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,179930.36,1800
Lurín,-12.024284983991178,-76.97730082895838,5,3.68,120,15.6,3,3,1,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,14682.66,500
Villa El Salvador,-12.343966003219316,-77.03696273348304,4,1.86,120,0.0,0,0,0,3,0,1,Residencial Baja Densidad,0,Cuotas sin intereses,101053.58,800
Los Olivos,-12.073078348464808,-76.94629469018147,5,0.98,177,155.39,4,2,17,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,149948.49,1100
La Molina,-11.929307301121662,-76.94097010975418,9,1.05,157,112.54,3,2,23,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,224264.67,1900
Chorrillos,-12.05940937100484,-77.25760739021514,5,1.09,289,279.43,7,4,37,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,248423.71,1400
Punta Negra,-11.9664949479406,-77.01986612736906,7,4.5,192,145.99,4,2,36,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,141488.93,1200
El Agustino,-12.02978948234938,-77.03049769994642,3,2.88,189,151.73,4,2,7,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,118402.69,850
San Luis,-11.94335427533891,-77.05760357968711,6,1.59,98,91.31,2,1,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,101200.92,1400
San Miguel,-11.959076417627376,-77.1597038656806,7,4.39,254,183.29,5,3,11,1,0,0,Residencial Media Densidad,1,Contado,276736.33,1600
Puente Piedra,-11.89239523485903,-76.98864617000152,4,1.34,120,0.0,0,0,0,1,0,1,Alquiler Vacacional,1,Cuotas sin intereses,100468.88,850
Chaclacayo,-12.165989186794121,-76.95419034251587,7,1.87,158,154.0,4,2,6,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,154993.62,900
Pueblo Libre,-11.860928381908126,-76.96814046793472,8,1.85,273,270.91,7,4,20,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,455786.59,1600
Lurigancho-Chosica,-12.103482160454787,-77.06467537014416,6,4.64,276,235.78,6,4,28,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,166710.94,800
Pucusana,-12.342073946078512,-76.94485057750403,5,0.42,228,205.67,5,3,13,2,0,0,Residencial Media Densidad,1,Contado,119537.14,700
Chaclacayo,-11.997564760712281,-76.9060764771058,7,0.12,60,44.29,1,1,29,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,36572.98,900
San Bartolo,-11.992295238589914,-77.05001806809665,7,3.63,273,254.37,7,4,4,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,411464.56,1400
Puente Piedra,-12.049375004577032,-76.93137937604024,4,3.82,120,45.27,2,2,1,1,0,1,Alquiler Vacacional,0,Cuotas sin intereses,40565.38,850
Los Olivos,-11.95312560488763,-76.97887654902891,5,2.21,247,188.61,5,3,36,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,151760.48,1100
Pueblo Libre,-11.987170922907271,-76.99434064820885,8,2.22,216,151.89,4,2,35,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,208924.63,1600
Independencia,-12.072575833688344,-77.01386740981522,4,0.54,282,203.08,5,3,23,1,0,0,Residencial Media Densidad,1,Contado,154915.06,950
Punta Hermosa,-11.92182388237681,-76.97414263200653,8,3.9,229,177.34,5,3,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,289598.65,1800
San Luis,-12.206547590096239,-76.94860439047028,6,1.11,217,179.93,5,3,22,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,199715.06,1400
Rímac,-12.043186424179993,-77.07350238095786,4,3.47,147,143.88,4,2,12,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,116065.33,1000
Barranco,-12.02655854161623,-77.0450030885176,8,1.9,118,102.5,2,1,28,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,220168.97,2500
Independencia,-12.092373709573245,-77.03385574954397,4,1.8,52,37.55,1,1,18,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,27559.85,950
Santa María del Mar,-12.058254406064954,-77.09471707747906,9,1.58,53,44.79,1,1,37,1,0,0,Residencial Media Densidad,1,Contado,78584.19,2000
La Victoria,-12.003741594593192,-77.02215350445707,3,0.34,99,96.68,2,1,13,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,88397.71,1200
Punta Hermosa,-12.159191454531637,-76.96701229895262,8,4.93,195,192.22,5,3,38,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,312246.75,1800
Miraflores,-12.046506805173125,-76.91841759907182,9,4.42,137,122.81,3,2,9,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,343928.77,2400
Santa Rosa,-12.158179696856578,-77.03319820528681,5,1.19,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,1,Crédito Hipotecario,76875.11,600
San Borja,-12.006031406666247,-76.894795903522,9,0.48,129,110.4,3,2,15,0,0,0,Residencial Alta Densidad,1,Contado,232277.65,2100
Cieneguilla,-12.316544838955267,-76.97569790003587,7,2.74,200,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,90108.34,350
Magdalena del Mar,-12.203979841720018,-77.07003372828078,8,1.15,261,186.94,5,3,4,0,0,0,Residencial Media Densidad,1,Contado,371765.94,1800
San Juan de Lurigancho,-12.252761321523295,-76.93773034358568,3,3.34,119,99.79,2,1,28,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,68575.12,900
Pachacámac,-12.266066229180087,-77.10642361461807,6,1.4,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,83412.92,400
Chorrillos,-12.12427755186973,-76.93600860566761,5,4.04,149,109.03,3,2,17,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,131147.49,1400
Comas,-12.012116522846885,-77.08038774827502,4,3.25,131,124.6,3,2,3,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,98609.35,900
Ancón,-11.943703536416692,-76.9609269828788,5,0.8,120,0.0,0,0,0,2,0,1,Alquiler Vacacional,0,Cuotas sin intereses,78628.18,600
San Bartolo,-11.95817405316259,-77.05647565264262,7,2.0,173,125.97,3,2,25,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,144253.53,1400
Cieneguilla,-12.040619918806941,-76.79176540966951,7,3.52,1000,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,416690.98,350
Breña,-12.009627157926376,-77.22496622497937,5,1.11,220,161.75,4,2,17,0,0,0,Residencial Media Densidad,1,Contado,198444.28,1300
San Martín de Porres,-12.05539615339696,-77.08203277504958,4,4.48,142,141.98,4,2,17,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,119635.5,950
Barranco,-12.088327766072146,-76.7685690639797,8,0.59,81,58.95,1,1,7,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,147327.03,2500
Santiago de Surco,-12.070606512328489,-76.94070955714831,8,1.63,139,138.42,3,2,9,2,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,308070.12,1900
Chorrillos,-12.007417525198814,-76.98413925531831,5,0.94,79,63.49,1,1,14,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,81245.21,1400
Punta Negra,-12.156685230651338,-77.18205603558754,7,4.48,252,249.67,7,4,7,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,297417.95,1200
Ancón,-12.122419571459652,-76.89892477236779,5,3.08,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Contado,85314.88,600
Punta Negra,-12.156998970843643,-76.98578609621066,7,0.29,132,94.27,2,1,11,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,111445.56,1200
Lince,-12.042171518748008,-77.05099045025251,7,3.28,217,210.76,6,4,28,2,0,0,Residencial Media Densidad,1,Contado,363048.64,1800
Santa María del Mar,-11.95695897541642,-76.85994379192678,9,3.76,117,90.97,2,1,17,0,0,1,Residencial Media Densidad,1,Contado,202624.18,2000
Chorrillos,-11.94152712976438,-77.23007864523252,5,0.83,129,122.06,3,2,24,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,147697.6,1400
Pucusana,-12.082976439027641,-76.96656168703224,5,3.76,252,251.41,7,4,30,1,0,1,Residencial Media Densidad,1,Contado,128303.26,700
Surquillo,-12.076978069366454,-77.07790488746876,6,3.77,75,68.23,1,1,11,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,89553.45,1500
Independencia,-12.09662429846396,-76.97677277203246,4,2.29,201,189.91,5,3,22,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,134966.55,950
Villa El Salvador,-11.867088800692693,-77.11159483303474,4,1.29,1000,0.0,0,0,0,3,1,1,Alquiler Vacacional,0,Contado,825748.05,800
San Juan de Miraflores,-12.163420582255918,-76.96529520873928,4,0.71,148,146.23,4,2,5,1,0,1,Residencial Media Densidad,0,Crédito Hipotecario,130223.38,1000
San Miguel,-11.839903151193422,-77.07547118649013,7,0.78,285,206.09,5,3,11,0,0,1,Residencial Media Densidad,1,Contado,358075.01,1600
Santa Anita,-12.067088179428476,-77.18432219165376,5,1.79,115,94.97,2,1,13,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,87003.11,1050
Surquillo,-12.004281690528078,-77.04276576160399,6,3.96,149,145.19,4,2,0,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,239307.36,1500
Los Olivos,-11.931785365855545,-76.98649298140157,5,4.66,161,156.76,4,2,24,1,0,0,Residencial Media Densidad,0,Contado,145516.6,1100
San Martín de Porres,-12.12765122083788,-77.13229755839049,4,1.09,282,242.99,6,4,28,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,177513.48,950
Carabayllo,-12.244264560185956,-76.91846488670512,4,4.48,200,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,170507.62,800
San Juan de Lurigancho,-12.040066906493541,-77.10316539875573,3,3.51,253,192.56,5,3,20,0,0,0,Residencial Media Densidad,1,Contado,123724.85,900
Barranco,-12.08115504384316,-77.21289174973003,8,1.2,88,62.19,1,1,33,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,139456.09,2500
San Martín de Porres,-11.977746733652264,-76.93251242542827,4,2.86,67,55.51,1,1,9,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,45836.85,950
La Victoria,-11.953987375727017,-76.97277785246968,3,1.03,170,127.34,3,2,26,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,116459.81,1200
San Isidro,-12.06357430894828,-76.74062877060223,9,1.15,166,119.72,3,2,26,1,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,312012.67,2600
San Isidro,-11.865069182602003,-77.01706023533738,9,0.18,51,47.04,1,1,25,1,0,1,Residencial Alta Densidad,1,Crédito Hipotecario,117143.86,2600
Los Olivos,-12.02670079901391,-77.07518527485648,5,2.19,289,238.09,6,4,11,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,236907.9,1100
Pueblo Libre,-12.051161654904469,-77.028087390119,8,4.16,289,224.92,6,4,29,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,311159.11,1600
Pucusana,-12.18969115202982,-77.15258219274696,5,3.66,209,147.11,4,2,10,0,0,1,Residencial Media Densidad,0,Crédito Hipotecario,88051.82,700
Lurigancho-Chosica,-12.054327460327778,-77.0234426127436,6,4.95,189,142.9,4,2,34,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,84290.4,800
La Victoria,-12.016377038191491,-77.33973532751311,3,3.87,209,208.38,5,3,8,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,196088.3,1200
Lima (Cercado),-12.133825000363492,-76.97842513665354,4,3.73,160,133.96,3,2,30,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,122141.37,1300
Lima (Cercado),-11.766649428600815,-77.06183779351029,4,4.54,164,150.69,4,2,3,2,0,0,Residencial Media Densidad,1,Contado,196630.46,1300
Chaclacayo,-12.091250372896072,-77.00079392866009,7,2.79,84,69.82,1,1,29,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,50276.89,900
Punta Negra,-11.989021499560538,-77.00378011069272,7,3.14,73,55.89,1,1,19,0,0,0,Residencial Media Densidad,0,Contado,68449.29,1200
Lima (Cercado),-12.07725979611228,-77.02539262874919,4,4.03,142,100.79,2,1,38,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,83696.31,1300
San Miguel,-12.006555196637533,-77.01340216376329,7,2.67,258,196.69,5,3,0,0,0,0,Residencial Media Densidad,0,Contado,336054.86,1600
Cieneguilla,-12.121678576749375,-76.95473149953023,7,0.37,1000,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,363257.3,350
Lima (Cercado),-11.89825606121019,-76.94024350536385,4,0.94,106,95.15,2,1,21,2,0,1,Residencial Media Densidad,1,Contado,92909.58,1300
Barranco,-12.061346067297816,-76.89503935045425,8,0.43,268,235.39,6,4,20,2,0,0,Residencial Alta Densidad,0,Crédito Hipotecario,605225.07,2500
La Molina,-12.060909743875232,-76.80709038681833,9,0.88,241,221.85,6,4,35,1,0,1,Residencial Alta Densidad,1,Contado,392274.62,1900
Surquillo,-11.988586464673222,-77.00513511152312,6,3.74,97,82.46,2,1,39,0,0,0,Residencial Media Densidad,1,Contado,88291.94,1500
San Luis,-11.764911964894331,-77.00560836429919,6,2.32,299,292.51,8,5,39,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,315716.99,1400
Pueblo Libre,-11.981355923084442,-77.30014415052062,8,2.94,280,216.02,6,4,22,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,324412.83,1600
Santiago de Surco,-11.943662934358066,-76.98879673999004,8,0.31,89,72.43,2,1,9,1,0,0,Residencial Alta Densidad,1,Contado,142134.76,1900
San Juan de Lurigancho,-11.988531056402065,-77.00950657049792,3,2.81,188,168.95,4,2,10,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,129968.78,900
San Juan de Lurigancho,-12.014993794672266,-77.14408555419483,3,4.0,275,199.82,5,3,25,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,137202.61,900
San Borja,-12.219983796124982,-76.99585905633114,9,3.43,258,209.0,5,3,20,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,453976.0,2100
La Molina,-11.982545693039722,-76.9009740362368,9,4.04,227,207.0,5,3,31,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,379403.06,1900
Ancón,-12.006672305491074,-77.10759902459402,5,0.89,120,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Cuotas sin intereses,74374.34,600
San Luis,-12.18037284016662,-77.07310795999074,6,2.92,216,209.7,5,3,3,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,324922.31,1400
Lima (Cercado),-11.930722796859703,-76.90596649225446,4,0.64,263,259.74,7,4,21,2,0,1,Residencial Media Densidad,0,Crédito Hipotecario,278422.42,1300
La Victoria,-12.078039932267094,-76.98024526115908,3,4.13,227,180.89,5,3,24,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,153086.36,1200
San Bartolo,-12.257603167563124,-77.17612357079514,7,4.87,160,112.01,3,2,18,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,159276.19,1400
San Luis,-12.02443835993206,-76.83979667517613,6,3.14,249,200.31,5,3,14,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,257718.73,1400
